,country,description,designation,points,price,province,region_1,taster_name,title,variety,winery
122094,US,,,92,30.0,,,,,Rhône-style Red Blend,
122095,US,,,92,36.0,,,,,Rhône-style Red Blend,
122096,US,,,92,25.0,,,,,Merlot,
122097,US,,,92,50.0,,,,,Cabernet Sauvignon,
122098,US,,,92,28.0,,,,,Cabernet Sauvignon,
122100,US,,,92,24.0,,,,,Pinot Gris,
122102,US,,,92,45.0,,,,,Chardonnay,
122104,US,,,91,20.0,,,,,Bordeaux-style Red Blend,
122105,US,,,91,40.0,,,,,Sauvignon Blanc,
122106,US,,,91,25.0,,,,,Red Blend,
122110,US,,,91,50.0,,,,,Cabernet Sauvignon,
122111,US,,,91,38.0,,,,,Chardonnay,
122112,US,,,91,29.0,,,,,G-S-M,
122113,France,,,91,39.0,,,,,Bordeaux-style Red Blend,
122115,France,,,91,52.0,,,,,Bordeaux-style Red Blend,
122117,France,,,91,60.0,,,,,Bordeaux-style Red Blend,
122118,France,,,91,22.0,,,,,Bordeaux-style Red Blend,
122119,US,,,91,11.0,,,,,Petite Sirah,
122120,US,,,91,38.0,,,,,Malbec,
122123,France,,,91,25.0,,,,,Bordeaux-style Red Blend,
122127,US,,,91,60.0,,,,,Cabernet Sauvignon,
122129,US,,,91,20.0,,,,,Rosé,
122130,US,,,91,48.0,,,,,Chardonnay,
122131,US,,,91,48.0,,,,,Bordeaux-style Red Blend,
122133,US,,,91,40.0,,,,,Bordeaux-style Red Blend,
122134,France,,,87,17.0,,,,,Riesling,
122139,US,,,87,20.0,,,,,Merlot,
122148,US,,,86,25.0,,,,,Pinot Noir,
122151,France,,,86,16.0,,,,,Chardonnay,
122152,US,,,86,20.0,,,,,Pinot Noir,
122153,US,,,86,14.0,,,,,Chenin Blanc-Viognier,
122154,US,,,86,50.0,,,,,Pinot Noir,
122164,France,,,88,36.0,,,,,Bordeaux-style Red Blend,
122165,France,,,88,30.0,,,,,Bordeaux-style Red Blend,
122166,France,,,88,20.0,,,,,Bordeaux-style Red Blend,
122167,France,,,88,32.0,,,,,Bordeaux-style Red Blend,
122168,France,,,88,55.0,,,,,Bordeaux-style Red Blend,
122169,France,,,88,17.0,,,,,Bordeaux-style Red Blend,
122170,US,,,88,32.0,,,,,Malbec,
122171,US,,,88,65.0,,,,,Merlot,
122172,US,,,88,90.0,,,,,Cabernet Sauvignon,
122174,US,,,88,30.0,,,,,Cabernet Sauvignon,
122175,US,,,88,25.0,,,,,Cabernet Franc,
122177,US,,,88,35.0,,,,,Pinot Noir,
122179,US,,,88,24.0,,,,,Carignane,
122180,US,,,88,20.0,,,,,Syrah,
122181,US,,,88,44.0,,,,,Bordeaux-style Red Blend,
122183,US,,,88,22.0,,,,,Red Blend,
122184,US,,,88,14.0,,,,,Pinot Gris,
122186,US,,,88,29.0,,,,,Carignane,
122189,France,,,88,35.0,,,,,Bordeaux-style Red Blend,
122190,France,,,88,30.0,,,,,Bordeaux-style Red Blend,
122191,France,,,88,27.0,,,,,Bordeaux-style Red Blend,
122192,France,,,88,20.0,,,,,Bordeaux-style Red Blend,
122193,France,,,88,30.0,,,,,Bordeaux-style Red Blend,
122194,US,,,86,24.0,,,,,Tempranillo,
122195,US,,,86,22.0,,,,,Syrah,
122196,US,,,86,18.0,,,,,Viognier,
122199,US,,,86,20.0,,,,,Syrah,
122203,US,,,86,85.0,,,,,Cabernet Sauvignon,
122204,US,,,86,14.0,,,,,Riesling,
122205,US,,,86,32.0,,,,,Syrah,
122207,US,,,86,15.0,,,,,Sparkling Blend,
122208,US,,,86,20.0,,,,,Sparkling Blend,
122209,US,,,86,75.0,,,,,Cabernet Sauvignon,
122210,US,,,86,28.0,,,,,Riesling,
122211,US,,,86,24.0,,,,,Merlot,
122215,US,,,88,32.0,,,,,Merlot,
122217,US,,,88,26.0,,,,,Chardonnay,
122218,France,,,88,18.0,,,,,Sauvignon Blanc,
122219,France,,,88,23.0,,,,,Sauvignon Blanc,
122220,France,,,88,26.0,,,,,Sauvignon Blanc,
122222,France,,,88,27.0,,,,,Rosé,
122224,US,,,88,30.0,,,,,Pinot Noir,
122225,US,,,88,14.0,,,,,Cabernet Sauvignon,
122227,US,,,88,18.0,,,,,Chardonnay,
122229,France,,,88,37.0,,,,,Rhône-style Red Blend,
122231,France,,,88,30.0,,,,,Rosé,
122234,France,,,88,30.0,,,,,Pinot Noir,
122235,France,,,88,40.0,,,,,Pinot Noir,
122240,US,,,88,44.0,,,,,Zinfandel,
122241,US,,,88,20.0,,,,,Cabernet Sauvignon,
122242,France,,,88,40.0,,,,,Sauvignon Blanc,
122247,US,,,90,28.0,,,,,Malbec,
122252,US,,,90,58.0,,,,,Zinfandel,
122255,US,,,90,40.0,,,,,Merlot,
122261,US,,,90,65.0,,,,,Pinot Noir,
122262,France,,,90,55.0,,,,,Bordeaux-style Red Blend,
122263,France,,,90,30.0,,,,,Bordeaux-style Red Blend,
122264,France,,,90,20.0,,,,,Rosé,
122269,US,,,90,22.0,,,,,Red Blend,
122270,US,,,90,30.0,,,,,Syrah,
122274,US,,,87,34.0,,,,,Carignane,
122276,US,,,87,65.0,,,,,Pinot Noir,
122277,US,,,87,17.0,,,,,Pinot Noir,
122278,US,,,87,23.0,,,,,Pinot Noir,
122279,US,,,87,22.0,,,,,Viognier,
122281,US,,,87,38.0,,,,,Cabernet Sauvignon,
122284,US,,,87,17.0,,,,,Rhône-style Red Blend,
122285,US,,,87,15.0,,,,,Riesling,
122286,US,,,87,34.0,,,,,Meritage,
122290,France,,,87,16.0,,,,,Chenin Blanc,
122292,France,,,87,26.0,,,,,Pinot Noir,
122293,US,,,87,24.0,,,,,Chardonnay,
122294,US,,,87,20.0,,,,,Petite Sirah,
122296,US,,,87,32.0,,,,,Red Blend,
122297,US,,,87,24.0,,,,,Viognier,
122299,US,,,87,40.0,,,,,Bordeaux-style Red Blend,
122301,US,,,89,31.0,,,,,Chardonnay,
122302,France,,,89,32.0,,,,,Bordeaux-style Red Blend,
122303,France,,,89,20.0,,,,,Bordeaux-style Red Blend,
122304,France,,,89,35.0,,,,,Merlot,
122305,France,,,89,50.0,,,,,Pinot Noir,
122307,US,,,89,22.0,,,,,Gewürztraminer,
122308,France,,,89,17.0,,,,,Bordeaux-style Red Blend,
122310,US,,,89,14.0,,,,,Pinot Gris,
122311,US,,,89,40.0,,,,,Chardonnay,
122312,US,,,89,25.0,,,,,Chardonnay,
122315,France,,,89,18.0,,,,,Bordeaux-style Red Blend,
122316,France,,,89,23.0,,,,,Bordeaux-style Red Blend,
122319,US,,,89,36.0,,,,,Merlot,
122323,France,,,89,61.0,,,,,Champagne Blend,
122324,US,,,89,48.0,,,,,Bordeaux-style Red Blend,
122326,US,,,89,44.0,,,,,Pinot Noir,
122327,US,,,89,35.0,,,,,Chardonnay,
122328,US,,,89,10.0,,,,,Moscato,
122330,US,,,91,22.0,,,,,Pinot Gris,
122331,France,,,91,75.0,,,,,Pinot Noir,
122332,US,,,91,40.0,,,,,Pinot Noir,
122336,US,,,91,17.0,,,,,Sauvignon Blanc,
122341,US,,,91,45.0,,,,,Pinot Noir,
122342,US,,,91,25.0,,,,,Pinot Gris,
122344,France,,,91,57.0,,,,,Chardonnay,
122345,US,,,91,36.0,,,,,Chardonnay,
122348,US,,,91,30.0,,,,,Zinfandel,
122349,France,,,91,34.0,,,,,Chardonnay,
122353,US,,,91,32.0,,,,,Rhône-style Red Blend,
122354,US,,,91,40.0,,,,,Pinot Noir,
122355,US,,,91,30.0,,,,,Pinot Noir,
122358,US,,,87,30.0,,,,,Chardonnay,
122361,US,,,87,21.0,,,,,Red Blend,
122364,France,,,87,20.0,,,,,Sauvignon Blanc,
122365,France,,,87,26.0,,,,,Chardonnay,
122366,US,,,87,30.0,,,,,Sauvignon Blanc,
122371,US,,,86,20.0,,,,,Pinot Gris,
122373,US,,,86,30.0,,,,,Petite Sirah,
122375,US,,,86,59.0,,,,,Rhône-style Red Blend,
122378,US,,,86,26.0,,,,,Chardonnay,
122380,US,,,86,50.0,,,,,Bordeaux-style Red Blend,
122383,France,,,85,13.0,,,,,Sauvignon Blanc,
122384,France,,,85,10.0,,,,,Chardonnay,
122385,US,,,85,11.0,,,,,Red Blend,
122386,France,,,85,13.0,,,,,Rosé,
122387,US,,,85,13.0,,,,,Cabernet Sauvignon,
122388,France,,,85,16.0,,,,,Rosé,
122390,France,,,84,10.0,,,,,Rosé,
122391,France,,,84,11.0,,,,,Malbec,
122393,US,,,84,13.0,,,,,Rosé,
122399,France,,,84,6.0,,,,,Chardonnay,
122400,France,,,84,11.0,,,,,Sauvignon Blanc,
122401,France,,,84,18.0,,,,,Rosé,
122402,France,,,84,11.0,,,,,Pinot Noir,
122404,US,,,84,11.0,,,,,Cabernet Sauvignon,
122407,France,,,84,5.0,,,,,White Blend,
122409,France,,,84,16.0,,,,,Rosé,
122410,France,,,84,18.0,,,,,Rosé,
122411,US,,,81,9.0,,,,,Merlot,
122413,US,,,81,30.0,,,,,Zinfandel,
122414,US,,,80,16.0,,,,,Chardonnay,
122417,US,,,80,45.0,,,,,Red Blend,
122428,US,,,95,130.0,,,,,Cabernet Sauvignon,
122435,US,,,87,25.0,,,,,Pinot Noir,
122439,US,,,87,21.0,,,,,Chardonnay,
122440,US,,,87,24.0,,,,,Viognier,
122444,France,,,87,30.0,,,,,Chardonnay,
122445,US,,,87,12.0,,,,,Red Blend,
122446,US,,,87,32.0,,,,,Chardonnay,
122449,US,,,87,12.0,,,,,Sauvignon Blanc-Semillon,
122450,US,,,87,24.0,,,,,Chardonnay,
122456,US,,,87,24.0,,,,,Zinfandel,
122457,France,,,87,24.0,,,,,Chardonnay,
122458,France,,,87,15.0,,,,,Riesling,
122459,France,,,87,35.0,,,,,Pinot Noir,
122460,France,,,87,37.0,,,,,Pinot Noir,
122467,France,,,88,33.0,,,,,Pinot Noir,
122469,France,,,88,30.0,,,,,Chardonnay,
122472,US,,,88,17.0,,,,,Grenache,
122474,US,,,88,35.0,,,,,Pinot Noir,
122477,US,,,88,19.0,,,,,Zinfandel,
122482,France,,,88,65.0,,,,,Pinot Noir,
122484,US,,,88,28.0,,,,,Zinfandel,
122485,US,,,88,26.0,,,,,Grenache Blanc,
122486,France,,,88,35.0,,,,,Pinot Noir,
122487,US,,,88,13.0,,,,,Moscato,
122489,US,,,88,85.0,,,,,Red Blend,
122490,France,,,88,40.0,,,,,Pinot Noir,
122493,France,,,88,30.0,,,,,Chardonnay,
122494,US,,,95,200.0,,,,,Cabernet Sauvignon,
122495,US,,,95,125.0,,,,,Pinot Noir,
122496,US,,,95,80.0,,,,,Pinot Noir,
122501,US,,,95,48.0,,,,,Rhône-style Red Blend,
122504,US,,,95,40.0,,,,,Syrah,
122508,US,,,95,50.0,,,,,Chardonnay,
122512,US,,,95,50.0,,,,,Petite Sirah,
122513,US,,,95,42.0,,,,,Syrah,
122514,US,,,95,75.0,,,,,Bordeaux-style Red Blend,
122519,US,,,94,42.0,,,,,Rhône-style Red Blend,
122520,US,,,94,46.0,,,,,Pinot Noir,
122521,US,,,94,60.0,,,,,Chardonnay,
122526,US,,,90,20.0,,,,,Sauvignon Blanc,
122527,US,,,90,15.0,,,,,Rosé,
122529,US,,,90,105.0,,,,,Cabernet Franc,
122531,US,,,90,30.0,,,,,Cabernet Franc,
122533,US,,,90,42.0,,,,,Chardonnay,
122535,US,,,90,22.0,,,,,Cabernet Sauvignon,
122537,US,,,90,24.0,,,,,Primitivo,
122538,US,,,90,25.0,,,,,Zinfandel,
122540,US,,,90,24.0,,,,,Bordeaux-style White Blend,
122542,US,,,90,39.0,,,,,Grenache Blend,
122543,France,,,90,30.0,,,,,Bordeaux-style Red Blend,
122544,France,,,90,75.0,,,,,Bordeaux-style Red Blend,
122545,France,,,90,27.0,,,,,Rosé,
122546,France,,,90,70.0,,,,,Bordeaux-style Red Blend,
122547,France,,,90,14.0,,,,,Rosé,
122548,France,,,90,46.0,,,,,Rosé,
122556,France,,,98,360.0,,,,,Bordeaux-style Red Blend,
122558,US,,,97,225.0,,,,,Cabernet Sauvignon,
122559,US,,,97,195.0,,,,,Cabernet Sauvignon,
122560,France,,,96,360.0,,,,,Bordeaux-style Red Blend,
122561,France,,,96,130.0,,,,,Chardonnay,
122562,US,,,96,95.0,,,,,Cabernet Sauvignon,
122563,France,,,96,200.0,,,,,Bordeaux-style Red Blend,
122566,US,,,95,125.0,,,,,Cabernet Sauvignon,
122567,US,,,95,75.0,,,,,Cabernet Sauvignon,
122569,France,,,95,115.0,,,,,Chardonnay,
122570,US,,,95,30.0,,,,,Chardonnay,
122571,US,,,95,49.0,,,,,Cabernet Sauvignon,
122572,US,,,95,105.0,,,,,Cabernet Sauvignon,
122573,US,,,95,55.0,,,,,Cabernet Sauvignon,
122574,US,,,95,58.0,,,,,Pinot Noir,
122575,US,,,95,70.0,,,,,Pinot Noir,
122576,US,,,94,30.0,,,,,Rhône-style White Blend,
122580,US,,,94,65.0,,,,,Cabernet Sauvignon,
122581,US,,,89,34.0,,,,,G-S-M,
122582,US,,,89,17.0,,,,,Pinot Gris,
122584,US,,,89,35.0,,,,,Cabernet Franc,
122585,US,,,89,23.0,,,,,Chardonnay,
122587,France,,,89,57.0,,,,,Champagne Blend,
122588,France,,,89,25.0,,,,,Chardonnay,
122589,US,,,89,35.0,,,,,Rhône-style Red Blend,
122598,US,,,89,14.0,,,,,Riesling,
122599,US,,,89,25.0,,,,,Cabernet Sauvignon,
122601,US,,,89,45.0,,,,,Grenache,
122604,US,,,89,28.0,,,,,Pinot Noir,
122613,US,,,84,15.0,,,,,Chardonnay,
122623,US,,,84,25.0,,,,,Syrah,
122630,US,,,85,24.0,,,,,Chardonnay,
122632,US,,,85,28.0,,,,,Zinfandel,
122634,US,,,85,11.0,,,,,Bordeaux-style Red Blend,
122635,US,,,85,13.0,,,,,Chardonnay,
122636,France,,,85,35.0,,,,,Champagne Blend,
122637,US,,,85,55.0,,,,,Pinot Noir,
122638,US,,,85,14.0,,,,,Chardonnay,
122639,US,,,85,24.0,,,,,Pinot Noir,
122642,US,,,85,22.0,,,,,White Blend,
122645,US,,,85,24.0,,,,,Zinfandel,
122646,US,,,85,13.0,,,,,Red Blend,
122648,US,,,85,30.0,,,,,Red Blend,
122649,US,,,89,48.0,,,,,Bordeaux-style Red Blend,
122652,US,,,89,45.0,,,,,Chardonnay,
122654,US,,,89,15.0,,,,,Red Blend,
122655,US,,,89,40.0,,,,,Cabernet Sauvignon,
122659,US,,,89,43.0,,,,,Cabernet Sauvignon,
122660,US,,,89,22.0,,,,,Sauvignon Blanc,
122666,US,,,89,40.0,,,,,Chardonnay,
122668,France,,,89,74.0,,,,,Bordeaux-style Red Blend,
122670,France,,,89,65.0,,,,,Bordeaux-style Red Blend,
122673,US,,,89,53.0,,,,,Syrah,
122675,France,,,89,24.0,,,,,Sauvignon Blanc,
122676,France,,,89,24.0,,,,,Sauvignon Blanc,
122681,US,,,88,23.0,,,,,Grenache Blanc,
122682,US,,,88,35.0,,,,,Petite Sirah,
122683,US,,,88,14.0,,,,,Rosé,
122684,US,,,88,18.0,,,,,Chardonnay,
122685,US,,,88,32.0,,,,,Petite Sirah,
122687,US,,,88,15.0,,,,,Riesling,
122688,France,,,88,20.0,,,,,Rhône-style Red Blend,
122689,US,,,88,17.0,,,,,Chardonnay,
122691,US,,,88,25.0,,,,,Pinot Noir,
122692,US,,,88,18.0,,,,,Muscat Blanc,
122695,US,,,88,22.0,,,,,Zinfandel,
122696,US,,,88,38.0,,,,,Pinot Noir,
122697,US,,,88,33.0,,,,,Syrah,
122698,US,,,88,16.0,,,,,Chardonnay,
122699,US,,,88,23.0,,,,,Malbec,
122700,US,,,88,29.0,,,,,Pinot Noir,
122703,US,,,88,38.0,,,,,Malbec,
122705,US,,,88,32.0,,,,,Syrah,
122710,US,,,91,50.0,,,,,Cabernet Sauvignon,
122711,US,,,91,18.0,,,,,Pinot Gris,
122712,US,,,91,45.0,,,,,Zinfandel,
122713,US,,,91,60.0,,,,,Pinot Noir,
122714,France,,,91,53.0,,,,,Pinot Gris,
122715,France,,,91,53.0,,,,,Gewürztraminer,
122716,France,,,91,53.0,,,,,Pinot Gris,
122718,France,,,91,30.0,,,,,Pinot Gris,
122719,France,,,91,59.0,,,,,Gewürztraminer,
122720,US,,,91,55.0,,,,,Pinot Noir,
122721,US,,,91,45.0,,,,,Pinot Noir,
122722,US,,,91,35.0,,,,,Chardonnay,
122727,US,,,91,50.0,,,,,Pinot Noir,
122728,US,,,91,50.0,,,,,Pinot Noir,
122729,US,,,91,28.0,,,,,Riesling,
122730,US,,,91,60.0,,,,,Pinot Noir,
122734,US,,,91,35.0,,,,,Cabernet Pfeffer,
122735,US,,,91,65.0,,,,,Pinot Noir,
122736,US,,,90,100.0,,,,,Bordeaux-style Red Blend,
122737,US,,,90,55.0,,,,,Cabernet Sauvignon,
122739,France,,,90,70.0,,,,,Chardonnay,
122749,US,,,90,48.0,,,,,Pinot Noir,
122751,France,,,90,76.0,,,,,Pinot Noir,
122755,US,,,85,20.0,,,,,Bordeaux-style Red Blend,
122757,France,,,85,28.0,,,,,Pinot Gris,
122758,France,,,85,25.0,,,,,Pinot Gris,
122759,France,,,85,29.0,,,,,Pinot Gris,
122766,France,,,85,17.0,,,,,Gewürztraminer,
122767,France,,,85,19.0,,,,,Pinot Gris,
122768,France,,,85,18.0,,,,,Pinot Gris,
122769,France,,,85,26.0,,,,,Gewürztraminer,
122770,US,,,85,30.0,,,,,Sauvignon Blanc,
122772,US,,,85,25.0,,,,,Cabernet Sauvignon,
122773,France,,,85,32.0,,,,,Gewürztraminer,
122774,US,,,85,29.0,,,,,Syrah,
122779,France,,,85,21.0,,,,,Riesling,
122780,US,,,85,15.0,,,,,Red Blend,
122781,France,,,85,18.0,,,,,Gewürztraminer,
122783,France,,,93,107.0,,,,,Pinot Noir,
122784,France,,,93,94.0,,,,,Chardonnay,
122788,France,,,93,72.0,,,,,Chardonnay,
122789,France,,,93,80.0,,,,,Chardonnay,
122790,US,,,93,58.0,,,,,Pinot Noir,
122792,US,,,93,80.0,,,,,Bordeaux-style Red Blend,
122793,US,,,93,30.0,,,,,Cabernet Sauvignon,
122795,France,,,93,179.0,,,,,Pinot Noir,
122797,US,,,93,50.0,,,,,Pinot Noir,
122799,US,,,93,75.0,,,,,Cabernet Sauvignon,
122800,France,,,93,40.0,,,,,Chardonnay,
122801,France,,,93,72.0,,,,,Chardonnay,
122803,US,,,93,52.0,,,,,Bordeaux-style Red Blend,
122805,US,,,93,60.0,,,,,Pinot Noir,
122807,US,,,93,45.0,,,,,Sparkling Blend,
122808,France,,,93,70.0,,,,,Chardonnay,
122809,France,,,93,70.0,,,,,Chardonnay,
122810,US,,,93,40.0,,,,,Syrah,
122811,US,,,93,95.0,,,,,Cabernet Sauvignon,
122814,US,,,92,40.0,,,,,Chardonnay,
122822,US,,,92,100.0,,,,,Pinot Noir,
122824,US,,,92,21.0,,,,,Pinot Blanc,
122825,US,,,92,59.0,,,,,Pinot Noir,
122827,US,,,92,34.0,,,,,Chardonnay-Albariño,
122831,France,,,89,16.0,,,,,Rhône-style Red Blend,
122835,US,,,89,36.0,,,,,G-S-M,
122840,US,,,89,60.0,,,,,Pinot Noir,
122844,US,,,89,25.0,,,,,Sparkling Blend,
122845,France,,,89,14.0,,,,,Gros Manseng,
122848,US,,,89,20.0,,,,,Pinot Gris,
122849,US,,,89,35.0,,,,,Pinot Noir,
122851,US,,,89,39.0,,,,,Syrah,
122853,US,,,89,46.0,,,,,Pinot Noir,
122854,US,,,89,50.0,,,,,Pinot Noir,
122857,US,,,89,42.0,,,,,Pinot Noir,
122859,US,,,91,25.0,,,,,Red Blend,
122861,US,,,91,60.0,,,,,Sparkling Blend,
122862,US,,,91,49.0,,,,,Red Blend,
122863,US,,,91,22.0,,,,,Red Blend,
122864,US,,,91,33.0,,,,,Lagrein,
122865,US,,,91,50.0,,,,,Malbec,
122866,US,,,91,50.0,,,,,Bordeaux-style Red Blend,
122867,US,,,91,32.0,,,,,Malbec,
122868,US,,,91,25.0,,,,,Rhône-style Red Blend,
122869,US,,,91,25.0,,,,,Syrah,
122873,US,,,91,39.0,,,,,Chardonnay,
122874,US,,,91,44.0,,,,,Chardonnay,
122875,US,,,91,55.0,,,,,Pinot Noir,
122877,US,,,91,43.0,,,,,Bordeaux-style Red Blend,
122878,US,,,91,35.0,,,,,Pinot Noir,
122879,US,,,91,32.0,,,,,Pinot Noir,
122880,France,,,91,125.0,,,,,Cabernet Sauvignon,
122881,France,,,91,30.0,,,,,Rhône-style White Blend,
122884,US,,,91,28.0,,,,,Pinot Noir,
122885,France,,,91,21.0,,,,,Bordeaux-style Red Blend,
122886,France,,,91,36.0,,,,,Bordeaux-style Red Blend,
122887,US,,,91,35.0,,,,,Nebbiolo,
122888,US,,,91,12.0,,,,,Syrah,
122889,US,,,89,26.0,,,,,Cabernet Sauvignon,
122891,US,,,89,25.0,,,,,Cabernet Franc,
122892,US,,,89,34.0,,,,,Rhône-style Red Blend,
122893,US,,,89,18.0,,,,,Pinot Grigio,
122894,US,,,89,22.0,,,,,Sauvignon Blanc,
122895,US,,,89,25.0,,,,,Cabernet Franc,
122896,US,,,89,32.0,,,,,Chardonnay,
122898,US,,,89,18.0,,,,,Red Blend,
122901,US,,,89,19.0,,,,,Cabernet Sauvignon,
122902,US,,,89,16.0,,,,,Sauvignon Blanc,
122903,US,,,89,15.0,,,,,Cabernet Sauvignon,
122905,France,,,89,20.0,,,,,Cabernet Franc,
122906,France,,,89,35.0,,,,,Pinot Noir,
122907,France,,,89,16.0,,,,,Chenin Blanc,
122908,France,,,89,35.0,,,,,Chardonnay,
122910,France,,,89,60.0,,,,,Gamay,
122913,US,,,89,28.0,,,,,Riesling,
122914,US,,,89,52.0,,,,,Rhône-style Red Blend,
122916,US,,,89,24.0,,,,,Sparkling Blend,
122917,US,,,89,20.0,,,,,Rosé,
122919,US,,,83,65.0,,,,,Cabernet Sauvignon,
122920,US,,,83,35.0,,,,,Cabernet Sauvignon,
122923,US,,,83,25.0,,,,,Red Blend,
122926,US,,,82,30.0,,,,,Petit Verdot,
122928,US,,,82,65.0,,,,,Cabernet Sauvignon,
122935,France,,,100,848.0,,,,,Bordeaux-style White Blend,
122938,US,,,98,75.0,,,,,Pinot Noir,
122940,France,,,97,530.0,,,,,Bordeaux-style Red Blend,
122941,France,,,97,210.0,,,,,Bordeaux-style Red Blend,
122942,France,,,97,95.0,,,,,Bordeaux-style White Blend,
122944,France,,,97,145.0,,,,,Bordeaux-style Red Blend,
122945,France,,,97,90.0,,,,,Bordeaux-style Red Blend,
122946,France,,,97,450.0,,,,,Bordeaux-style Red Blend,
122947,France,,,97,135.0,,,,,Bordeaux-style Red Blend,
122948,France,,,97,130.0,,,,,Bordeaux-style Red Blend,
122949,US,,,91,50.0,,,,,Bordeaux-style Red Blend,
122950,US,,,91,30.0,,,,,Cabernet Franc,
122952,US,,,91,54.0,,,,,Cabernet Sauvignon,
122953,US,,,91,50.0,,,,,G-S-M,
122954,US,,,91,65.0,,,,,Cabernet Sauvignon,
122955,US,,,91,85.0,,,,,Cabernet Sauvignon,
122957,US,,,91,55.0,,,,,Cabernet Franc,
122959,US,,,91,65.0,,,,,Cabernet Sauvignon,
122960,US,,,91,24.0,,,,,Chardonnay,
122963,US,,,91,50.0,,,,,Bordeaux-style Red Blend,
122965,US,,,91,12.0,,,,,Riesling,
122966,US,,,91,18.0,,,,,Sauvignon Blanc-Semillon,
122968,France,,,91,25.0,,,,,Riesling,
122969,US,,,91,25.0,,,,,Viognier,
122970,US,,,91,36.0,,,,,Cabernet Sauvignon,
122972,US,,,91,60.0,,,,,Bordeaux-style Red Blend,
122973,US,,,91,45.0,,,,,Bordeaux-style Red Blend,
122974,France,,,91,38.0,,,,,Gewürztraminer,
122975,US,,,91,26.0,,,,,Sauvignon Blanc,
122979,US,,,86,24.0,,,,,Merlot,
122980,France,,,86,20.0,,,,,Malbec-Merlot,
122982,US,,,86,35.0,,,,,Pinot Noir,
122984,US,,,86,25.0,,,,,Rhône-style Red Blend,
122985,US,,,86,15.0,,,,,Rosé,
122986,US,,,86,49.0,,,,,Petite Sirah,
122987,US,,,86,17.0,,,,,Albariño,
122990,US,,,86,15.0,,,,,Chardonnay,
122995,US,,,86,26.0,,,,,Red Blend,
122997,France,,,86,23.0,,,,,Rhône-style Red Blend,
122998,France,,,86,17.0,,,,,Sparkling Blend,
122999,US,,,86,52.0,,,,,Cabernet Sauvignon,
123000,US,,,86,24.0,,,,,Chardonnay,
123003,US,,,86,25.0,,,,,Sparkling Blend,
123004,US,,,86,22.0,,,,,Chardonnay,
123007,France,,,86,24.0,,,,,Rhône-style Red Blend,
123008,France,,,86,14.0,,,,,Pinot Blanc,
123010,France,,,90,20.0,,,,,Rosé,
123011,France,,,90,50.0,,,,,Chardonnay,
123012,US,,,90,19.0,,,,,Cabernet Sauvignon,
123014,US,,,90,28.0,,,,,Bordeaux-style Red Blend,
123015,US,,,90,25.0,,,,,Pinot Noir,
123016,US,,,90,20.0,,,,,Chardonnay,
123018,US,,,90,40.0,,,,,Chardonnay,
123024,US,,,90,35.0,,,,,Rhône-style White Blend,
123025,US,,,90,55.0,,,,,Pinot Noir,
123026,US,,,90,36.0,,,,,Pinot Noir,
123027,US,,,90,40.0,,,,,Chardonnay,
123028,US,,,90,29.0,,,,,Red Blend,
123029,US,,,90,50.0,,,,,Cabernet Sauvignon,
123031,US,,,90,24.0,,,,,Sauvignon Blanc,
123032,US,,,90,16.0,,,,,Sauvignon Blanc,
123033,US,,,90,48.0,,,,,Bordeaux-style Red Blend,
123034,US,,,90,50.0,,,,,Cabernet Sauvignon,
123036,US,,,90,36.0,,,,,Zinfandel,
123038,US,,,90,25.0,,,,,Chardonnay,
123040,France,,,88,25.0,,,,,Bordeaux-style Red Blend,
123041,France,,,88,15.0,,,,,Bordeaux-style White Blend,
123042,France,,,88,48.0,,,,,Bordeaux-style Red Blend,
123043,France,,,88,23.0,,,,,Bordeaux-style Red Blend,
123044,US,,,88,36.0,,,,,Red Blend,
123045,US,,,88,18.0,,,,,White Blend,
123048,US,,,88,29.0,,,,,Chardonnay,
123049,US,,,88,10.0,,,,,Merlot,
123050,US,,,88,20.0,,,,,Merlot,
123052,US,,,88,30.0,,,,,Merlot,
123053,US,,,88,20.0,,,,,Red Blend,
123055,France,,,88,15.0,,,,,Bordeaux-style White Blend,
123056,France,,,88,20.0,,,,,Bordeaux-style Red Blend,
123057,US,,,88,20.0,,,,,Chardonnay,
123058,US,,,88,12.0,,,,,Red Blend,
123059,US,,,88,25.0,,,,,Chardonnay,
123060,US,,,88,80.0,,,,,Red Blend,
123064,US,,,88,34.0,,,,,Merlot,
123066,France,,,88,43.0,,,,,Chardonnay,
123068,US,,,88,90.0,,,,,Syrah,
123069,US,,,93,75.0,,,,,Cabernet Sauvignon,
123076,US,,,93,39.0,,,,,Cabernet Sauvignon,
123077,US,,,93,36.0,,,,,Syrah,
123078,US,,,93,75.0,,,,,Red Blend,
123079,US,,,93,35.0,,,,,Pinot Noir,
123080,US,,,93,65.0,,,,,Cabernet Sauvignon,
123082,US,,,92,30.0,,,,,Syrah,
123086,US,,,92,17.0,,,,,Viognier,
123089,US,,,92,60.0,,,,,Chardonnay,
123096,US,,,88,22.0,,,,,Roussanne,
123098,US,,,88,38.0,,,,,Petite Sirah,
123101,US,,,88,25.0,,,,,Red Blend,
123102,France,,,88,20.0,,,,,Bordeaux-style Red Blend,
123103,France,,,88,20.0,,,,,Bordeaux-style Red Blend,
123104,US,,,88,50.0,,,,,Syrah,
123106,US,,,88,26.0,,,,,Chardonnay,
123109,US,,,88,47.0,,,,,Cabernet Sauvignon,
